code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0129,ESPLANADE CHEFFERIE DE NZAKALO I / A,,,,247,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / NZAKALO I,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0130,ESPLANADE CHEFFERIE DE NZAKALO II / A,,,,298,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / NZAKALO II,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0131,ESPLANADE CHEFFERIE DE NZAKALO III / A,,,,232,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / NZAKALO III,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0132,ECOLE PUBLIQUE DE PAR-PAR / A,,,,377,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / PAR-PAR,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0133,ECOLE PUBLIQUE DE PAR-PAR / B,,,,363,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / PAR-PAR,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0134,ECOLE PUBLIQUE DE PAR-PAR / C,,,,368,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / PAR-PAR,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0135,ECOLE PUBLIQUE DE PAR-PAR / D,,,,99,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / PAR-PAR,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0136,ECOLE FRANCO-ARABE / A,,,,51,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / PRISON,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0137,ESPLANADE CHEFFERIE DE SOKOTO I / A,,,,439,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / SOKOTO I,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0138,ESPLANADE CHEFFERIE DE SOKOTO I / B,,,,434,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / SOKOTO I,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0139,ESPLANADE CHEFFERIE DE SOKOTO I / C,,,,133,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / SOKOTO I,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0140,ESPLANADE CHEFFERIE DE SOKOTO II / A,,,,365,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / SOKOTO II,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0141,COMPAGNIE GARAGE ADMINISTRATIF C / A,,,,319,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / BATAILLON,,
ELECAM-2025-EN-LOGONE-ET-CHARI-KOUSSERI-0142,COMPAGNIE GARAGE ADMINISTRATIF C / B,,,,144,EXTREME-NORD / LOGONE-ET-CHARI / KOUSSERI / BATAILLON,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0001,ECOLE PUBLIQUE DE ABOU-ADAMA / A,,,,140,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ABOU-ADAMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0002,ECOLE PUBLIQUE DE EL-BIRKE / A,,,,414,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ABOUDROUA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0003,BORNE FONTAINE DE MOULADOCK / A,,,,361,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ABOUKANO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0004,ESPLANADE MOSQUEE DE KALGOULOU / A,,,,199,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ADDA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0005,ECOLE PUBLIQUE DE MBOUDOUFKA / A,,,,462,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AFTA ARABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0006,ECOLE PUBLIQUE DE AKOUMARI / A,,,,226,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AKOUMARI-DARSALA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0007,ESPLANADE MOSQUEE DE MOUNKEU / A,,,,136,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ALARKE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0008,ECOLE PUBLIQUE DE MAHANA / A,,,,233,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ALAYA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0009,ECOLE PUBLIQUE DE KABELA / A,,,,338,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AMALGOCH,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0010,ESPLANADE MOSQUEE DE MILDI / A,,,,296,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AMAMIREF,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0011,ESPLANADE MOSQUEE DE MILDI / B,,,,231,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AMAMIREF,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0012,ECOLE PUBLIQUE DE MANAWADJI / A,,,,250,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / AMRE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0013,ESPLANADE MOSQUEE DE MOULOUHIE / A,,,,246,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ARDEBE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0014,ECOLE PUBLIQUE DE HINALE / A,,,,485,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BADOUA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0015,ESPLANADE MOSQUEE DE BAGUE ARABE / A,,,,186,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BAGUE ARABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0016,ECOLE PUBLIQUE DE KALKOUSSAM / A,,,,314,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BAGUE MOUSGOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0017,ECOLE PUBLIQUE DE KALKOUSSAM / B,,,,221,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BAGUE MOUSGOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0018,ECOLE PUBLIQUE DE BANGALIA / A,,,,67,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BANGALIA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0019,ECOLE PUBLIQUE DE DILGA ELI / A,,,,427,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BARAH ADOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0020,ECOLE PUBLIQUE DE DILGA ELI / B,,,,101,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BARAH ADOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0021,ESPLANADE MOSQUEE DE NGOLOKE / A,,,,336,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BARAH KAMSOULOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0022,ECOLE PUBLIQUE DE DABANGA / A,,,,395,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BARDE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0023,ECOLE PUBLIQUE DE DABANGA / B,,,,216,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BARDE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0024,ECOLE PUBLIQUE DE KABE / A,,,,323,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BEKORO KABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0025,ECOLE PUBLIQUE DE KABE / B,,,,146,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BEKORO KABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0026,ESPLANADE SAGOULOU BLAMA / A,,,,138,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BERE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0027,ESPLANADE MOSQUEE DE BLABLINE / A,,,,218,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BLABLINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0028,MARCHE DE OUNANGARE / A,,,,219,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BLAGANA ARABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0029,ECOLE PUBLIQUE DE HONKOL / A,,,,312,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BLAKORO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0030,ESPLANADE MADAF BLAMA / A,,,,274,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BOURBETE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0031,ECOLE PUBLIQUE DE BOURGOUMA BORNO /,,,,410,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BOURGOUMA BORNO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0032,ESPL. MOSQUEE DE BOURGOUMA,,,,348,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BOURGOUMA MOUSGOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0033,ESPL. MOSQUEE DE CHAFFO HIDJELIDJE / A,,,,129,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / CHAFFO HIDJELIDJE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0034,ECOLE PUBLIQUE DE KABO / A,,,,397,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / CHAFFO SALE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0035,ECOLE PUBLIQUE DE KABO / B,,,,385,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / CHAFFO SALE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0036,ECOLE PUBLIQUE DE CHOUARAM / A,,,,257,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / CHOUARAM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0037,EGLISE DE DAFFA / A,,,,231,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DAFFA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0038,BORNE FONTAINE DE SORORO / A,,,,196,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DAIMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0039,ECOLE PUBLIQUE DE NDJAMENA NOUVEAU /,,,,207,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DAMBE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0040,ECOLE PUBLIQUE DE DJIDAT / A,,,,272,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DAMBE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0041,ECOLE PUBLIQUE DE TILDE / A,,,,446,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DOCKI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0042,BORNE FONTAINE DE ZIMADO IV / A,,,,244,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DOGDORI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0043,ESPLANADE MOSQUEE DE GUECH / A,,,,166,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DOUGOUNBRA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0044,ECOLE PUBLIQUE DE GAMBAROU,,,,305,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GAMBAROU BORNOU,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0045,ESPLANADE MOSQUEE DE MBANA MAGA'A /,,,,361,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GAOUI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0046,ESPLANADE MOSQUEE DE MBANA MAGA'A /,,,,120,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GAOUI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0047,ESPLANADE ESPLANADE GASSAMA BLAMA /,,,,119,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GASSAMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0048,ESPLANADE MOSQUEE DE MLARI / A,,,,309,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GLEM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0049,ESPLANADE MOSQUEE DE SHI / A,,,,143,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GLOU ABADAM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0050,ECOLE PUBLIQUE DE GOIZINAK / A,,,,258,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GOIZINAK,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0051,ECOLE PUBLIQUE DE GOUDOUGOUNI / A,,,,117,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GOUDOUGOUNI ARABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0052,ECOLE PUBLIQUE DE HOULOUF / A,,,,426,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / HOULOUF,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0053,ECOLE PUBLIQUE DE HOULOUF / B,,,,78,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / HOULOUF,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0054,ECOLE PUBLIQUE DE MAHAM / A,,,,360,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / HOURMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0055,ECOLE PUBLIQUE DE MAHAM / B,,,,285,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / HOURMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0056,ECOLE PUBLIQUE DE KALA KAFRA / A,,,,400,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / KALA KAFRA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0057,ECOLE PUBLIQUE DE KALA KAFRA / B,,,,83,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / KALA KAFRA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0058,ECOLE PUBLIQUE DE KARAM / A,,,,380,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / KARAM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0059,ECOLE PUBLIQUE DE NKIDAM / A,,,,404,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / LAHAOULA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0060,ECOLE PUBLIQUE DE NKIDAM / B,,,,426,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / LAHAOULA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0061,BORNE FONTAINE DE RIDINA / A,,,,398,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MADINA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0062,BORNE FONTAINE DE RIDINA / B,,,,51,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MADINA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0063,ESPLANADE MOSQUEE DE MAGO / A,,,,421,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MAGO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0064,ESPLANADE MOSQUEE DE MAGO / B,,,,60,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MAGO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0065,ESPLANADE MOSQUEE DE MRE KOTOKO / A,,,,264,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / DILGA DABANGA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0066,ECOLE PUBLIQUE DE OULOUMSA / A,,,,365,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MAIRAM GALA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0067,ESPLANADE MOSQUEE DE MANDABE / A,,,,96,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MANDABE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0068,BORNE FONTAINE DE MARAFINE / A,,,,103,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MARAFINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0069,ECOLE MATERNELLE DE LOGONE-BIRNI / A,,,,369,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MBANA MAMTE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0070,ECOLE MATERNELLE DE LOGONE-BIRNI / B,,,,238,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MBANA MAMTE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0071,ECOLE PUBLIQUE DE MOUDIA / A,,,,316,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / MOUDIA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0072,ECOLE PUBLIQUE DE NGAWAMA BORNO / A,,,,376,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / NGAWAMA BORNO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0073,ESPLANADE MOSQUEE DE OULI GOULMADE /,,,,430,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / OULI DELEBE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0074,ESPLANADE MOSQUEE DE SABAKALE BICHI /,,,,282,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / NGOUT (CANTON EL –BIRKE),,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0075,ECOLE PUBLIQUE DE ZIMADO / A,,,,428,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ZIMADO ECOLE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0076,ECOLE PUBLIQUE DE ZIMADO / B,,,,25,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ZIMADO ECOLE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0077,ESPLANADE MOSQUEE DE ZIMADO III / A,,,,195,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ZIMADO III,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0078,MARCHE DE ZIMADO / A,,,,456,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ZIMADO MARCHE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0079,MARCHE DE ZIMADO / B,,,,23,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / ZIMADO MARCHE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0080,ESPLANADE MOSQUEE DE GOUESS / A,,,,67,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GOUESS,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0081,ESPLANADE MOSQUEE DE POURKLIWA / A,,,,229,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / BACTABA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0082,MAGASIN DU PETIT MARCHE DE LOGONE,,,,309,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GOUAMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-LOGONE-BIRNI-0083,MAGASIN DU PETIT MARCHE DE LOGONE,,,,189,EXTREME-NORD / LOGONE-ET-CHARI / LOGONE-BIRNI / GOUAMA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0001,MOSQUEE DE KORNOYA / A,,,,190,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABARI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0002,HANGAR PUBLIC DE YIK / A,,,,386,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABODI HESSANA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0003,HANGAR PUBLIC D'ABODI-GRELIE / A,,,,247,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABODI-GRELIE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0004,HANGAR PUBLIC DE CHAIBOU / A,,,,171,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABODI-HESSANA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0005,ECOLE PUBLIQUE DE MADARDAM / A,,,,112,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUBIRO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0006,ECOLE PUBLIQUE D'ABOUDANGALA / A,,,,268,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUDANGALA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0007,ECOLE PUBLIQUE DE HEDRE / A,,,,356,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUKOUS-ABOUBOYA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0008,ECOLE PUBLIQUE D'ABOUKOUS-KA WAIME /,,,,292,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUKOUS-ABOUBOYA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0009,HANGAR PUBLIC D'ABOUKOUS-HAMADIE / A,,,,264,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUKOUS-HAMADIE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0010,HANGAR PUBLIC DE TREBOULO / A,,,,384,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUNGLA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0011,HANGAR PUBLIC NDJAMENA MOUSSA,,,,360,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUNOUMIRE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0012,HANGAR PUBLIC DE DOUBABE SABALBOUTA,,,,134,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUSSOULOUM,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0013,HANGAR PUBLIC D'ABOUTABILO / A,,,,138,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUTABILO,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0014,HANGAR PUBLIC D'ABOUYAKOUBA / A,,,,199,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ABOUYAKOUBA,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0015,ECOLE PUBLIQUE DE DJADJAYA / A,,,,251,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ADJIRI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0016,ECOLE PUBLIQUE DE DJADJAYA / B,,,,244,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ADJIRI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0017,ECOLE PUBLIQUE GROUPE I D'AFADE / A,,,,353,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE DAMIA IIB,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0018,ECOLE PUBLIQUE GROUPE I D'AFADE / B,,,,109,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE DAMIA IIB,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0019,ANCIENNE ECOLE DE AFADE / A,,,,375,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE FITINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0020,ANCIENNE ECOLE DE AFADE / B,,,,336,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE FITINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0021,ANCIENNE ECOLE DE AFADE / C,,,,227,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE FITINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0022,ANCIENNE ECOLE DE AFADE / D,,,,314,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFADE FITINE,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0023,HANGAR PUBLIC DE GOURGOURA / A,,,,264,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AFAMI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0024,ECOLE PUBLIQUE DE NDJIMINI / A,,,,221,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / AHAI,,
ELECAM-2025-EN-LOGONE-ET-CHARI-MAKARI-0025,ECOLE PUBLIQUE DE ALAK / A,,,,340,EXTREME-NORD / LOGONE-ET-CHARI / MAKARI / ALAK,,
